CO_PROCEDIMENTO,NO_PROCEDIMENTO
303050152,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1ª LINHA ASSOCIADA A 2ª LINHA - MONOCULAR
303050160,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1ª LINHA ASSOCIADA A 2ª LINHA - BINOCULAR
303050179,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1ª LINHA ASSOCIADA A 3ª LINHA - MONOCULAR
303050187,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1ª LINHA ASSOCIADA A 3ª LINHA - BINOCULAR
303050195,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 2ª LINHA ASSOCIADA A 3ª LINHA - MONOCULAR
303050209,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 2ª LINHA ASSOCIADA A 3ª LINHA - BINOCULAR
303050217,"TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA MONOCULAR- ASSOCIAÇÃO DE 1ª, 2ª E 3ª LINHAS"
303050225,"TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA BINOCULAR - ASSOCIAÇÃO 1ª, 2ª E 3ª LINHAS"
303050233,TRATAMENTO MEDICAMENTOSO DE DOENÇA DA RETINA
303060018,TRATAMENTO DE ANEURISMA DA AORTA
303060026,TRATAMENTO DE ARRITMIAS
303060034,TRATAMENTO DE CARDIOPATIA HIPERTROFICA
303060042,TRATAMENTO DE CARDIOPATIA ISQUEMICA CRONICA
303060050,TRATAMENTO DE CHOQUE ANAFILATICO
303060069,TRATAMENTO DE CHOQUE CARDIOGENICO
303060077,TRATAMENTO DE CHOQUE HIPOVOLEMICO
303060085,TRATAMENTO DE COMPLICACOES CARDIACAS POS-CIRURGIA
303060093,TRATAMENTO DE COMPLICACOES DE DISPOSITIVOS PROTETICOS IMPLANTES E ENXERTOS CARDIACOS E VALVULARES
303060107,TRATAMENTO DE CRISE HIPERTENSIVA
303060115,TRATAMENTO DE DOENCA REUMATICA C/ COMPROMETIMENTO CARDIACO
303060123,TRATAMENTO DE DOENCA REUMATICA S/ CARDITE
303060131,TRATAMENTO DE EDEMA AGUDO DE PULMAO
303060140,TRATAMENTO DE EMBOLIA PULMONAR
303060158,TRATAMENTO DE ENDOCARDITE INFECCIOSA EM PROTESE VALVAR
303060166,TRATAMENTO DE ENDOCARDITE INFECCIOSA EM VALVULA NATIVA
303060174,TRATAMENTO DE HIPERTENSAO PULMONAR
303060182,TRATAMENTO DE HIPERTENSAO SECUNDARIA
303060190,TRATAMENTO DE INFARTO AGUDO DO MIOCÁRDIO
303060204,TRATAMENTO DE INSUFICIENCIA ARTERIAL C/ ISQUEMIA CRITICA
303060212,TRATAMENTO DE INSUFICIENCIA CARDIACA
303060220,TRATAMENTO DE LINFADENITES INESPECIFICAS
303060239,TRATAMENTO DE MIOCARDIOPATIAS
303060247,TRATAMENTO DE OUTRAS VASCULOPATIAS
303060255,TRATAMENTO DE PARADA CARDIACA C/ RESSUSCITACAO
303060263,TRATAMENTO DE PÉ DIABÉTICO COMPLICADO
303060271,TRATAMENTO DE PERICARDITE
303060280,TRATAMENTO DE SINDROME CORONARIANA AGUDA
303060298,TRATAMENTO DE TROMBOSE VENOSA PROFUNDA
303060301,TRATAMENTO DE VARIZES DOS MEMBROS INFERIORES C/ ULCERA
303070013,DILATACAO DE ESOFAGO C/ OGIVAS SOB VISAO ENDOSCOPICA (POR SESSAO)
303070021,HEMOPERFUSAO
303070030,REMOÇÃO MANUAL DE FECALOMA
303070048,RETIRADA DE CORPO ESTRANHO DO ESOFAGO
303070056,RETIRADA DE CORPO ESTRANHO DO ESTOMAGO / DUODENO
303070064,TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E DUODENO
303070072,TRATAMENTO DE DOENCAS DO FIGADO
303070080,TRATAMENTO DE DOENCAS DO PERITONIO
303070099,TRATAMENTO DE ENTERITES E COLITES NAO INFECCIOSAS
303070102,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO DIGESTIVO
303070110,TRATAMENTO DE OUTRAS DOENCAS DO INTESTINO
303070129,TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS
303070137,TRATAMENTO DE INTERCORRÊNCIA CLINICA PÓS-CIRURGIA BARIÁTRICA
303080019,CAUTERIZAÇÃO QUÍMICA DE PEQUENAS LESÕES
303080027,DESBASTAMENTO DE CALOSIDADE E/OU MAL PERFURANTE (DESBASTAMENTO)
303080035,ESFOLIACAO QUIMICA
303080043,TRATAMENTO DE AFECÇÕES BOLHOSAS
303080051,TRATAMENTO DE DERMATITES E ECZEMAS
303080060,TRATAMENTO DE ESTAFILOCOCCIAS
303080078,TRATAMENTO DE ESTREPTOCOCCIAS
303080086,TRATAMENTO DE FARMACODERMIAS
303080094,TRATAMENTO DE OUTRAS AFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO
303080108,FOTOTERAPIA (POR SESSÃO)
303080116,FOTOTERAPIA COM FOTOSSENSIBILIZAÇÃO (POR SESSÃO)
303090014,ARTROCENTESE DE GRANDES ARTICULACOES
303090022,ARTROCENTESE DE PEQUENAS ARTICULACOES
303090030,"INFILTRACAO DE SUBSTANCIAS EM CAVIDADE SINOVIAL (ARTICULACAO, BAINHA TENDINOSA)"
303090049,INSTALACAO DE TRACAO CUTANEA
303090073,REVISÃO COM TROCA DE APARELHO GESSADO EM MEMBRO INFERIOR
303090081,REVISÃO COM IMOBILIZAÇÃO NÃO GESSADA EM LESÃO DA COLUNA VERTEBRAL
303090090,REVISÃO COM TROCA DE APARELHO GESSADO EM MEMBRO SUPERIOR
303090111,REVISÃO COM TROCA DE APARELHO GESSADO EM LESÃO DA COLUNA VERTEBRAL
303090120,TRATAMENTO CONSERVADOR DE FRATURA NA CINTURA ESCAPULAR (COM IMOBILIZAÇÃO)
303090138,TRATAMENTO CONSERVADOR DE FRATURA / LESAO LIGAMENTAR / ARRANCAMENTO OSSEO AO NIVEL DA PELVE
303090146,TRATAMENTO CONSERVADOR DE FRATURA DE COSTELAS
303090154,TRATAMENTO CONSERVADOR DE FRATURA DE PUNHO COM LUVA GESSADA
303090162,TRATAMENTO CONSERVADOR DE FRATURA DE OSSO METACÁRPICO
303090170,TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS DA FACE
303090189,TRATAMENTO CONSERVADOR DE FRATURA DO ESTERNO
303090197,TRATAMENTO CONSERVADOR DE FRATURA DOS ANEIS PELVICOS
303090200,TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO INFERIOR COM IMOBILIZAÇÃO
303090219,TRATAMENTO CONSERVADOR DE LESÃO DA COLUNA CERVICAL COM IMOBILIZAÇÃO
303090227,TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO SUPERIOR COM IMOBILIZAÇÃO
303090235,TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA C/ ORTESE
303090243,TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA S/ IMOBILIZACAO
303090251,TRATAMENTO CONSERVADOR DE LESÃO DE COLUNA TORACO-LOMBO-SACRA COM IMOBILIZAÇÃO
303090260,TRATAMENTO CONSERVADOR DE LESÃO DE MECANISMO EXTENSOR DOS DEDOS
303090286,TRATAMENTO CONSERVADOR DE LESÃO LIGAMENTAR EM MEMBRO COM IMOBILIZAÇÃO
303090294,TRATAMENTO CONSERVADOR DE LUMBAGO OU DORSALGIA REFRATARIOS
303090316,TRATAMENTO DAS POLIARTROPATIAS INFLAMATORIAS
303100010,TRATAMENTO DE COMPLICACOES RELACIONADAS PREDOMINANTEMENTE AO PUERPERIO
303100028,TRATAMENTO DE ECLAMPSIA
303100036,"TRATAMENTO DE EDEMA, PROTEINURIA E TRANSTORNOS HIPERTENSIVOS NA GRAVIDEZ PARTO E PUERPERIO"
303100044,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ
303100052,TRATAMENTO DE MOLA HIDATIFORME
303110015,TRATAMENTO DAS MALFORMACOES E DEFORMIDADES CONGENITAS DO SISTEMA OSTEOMUSCULAR
303110023,TRATAMENTO DE ANOMALIAS CROMOSSOMICAS NAO CLASSIFICADAS EM OUTRA PARTE
303110031,TRATAMENTO DE ESPINHA BIFIDA
303110040,TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO CIRCULATORIO
303110058,TRATAMENTO DE FENDA LABIAL E/OU FENDA PALATINA
303110066,TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO URINARIO
303110074,TRATAMENTO DE MALFORMACOES CONGENITAS DOS ORGAOS GENITAIS
303110082,TRATAMENTO DE NEUROFIBROMATOSE
303110090,TRATAMENTO DE OUTRAS ANOMALIAS CONGENITAS DO SISTEMA NERVOSO
303110104,TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS
303110112,TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS DO APARELHO DIGESTIVO
303120037,TRATAMENTO DE HIPERTIROIDISMO
303120045,TRATAMENTO DE CARDIOTOXICOSE POR HIPERTIROIDISMO (ATE 50 MCI)
303120053,TRATAMENTO DE DOR/METÁSTASE ÓSSEA COM RADIOISÓTOPO (POR TRATAMENTO-EXCETO CÂNCER DE TIREOIDE)
303120061,TRATAMENTO DE HIPERTIREOIDISMO (PLUMMER - ATE 30 MCI)
303120070,TRATAMENTO DE HIPERTIREOIDISMO GRAVES
303130016,ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS DEVIDO A CAUSAS EXTERNAS
303130024,ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES CARDIOVASCULARES
303130032,ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES PNEUMOLOGICAS
303130040,TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES DECORRENTES DA AIDS
303130059,TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES NEUROLOGICAS
303130067,TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES ONCOLOGICAS
303130075,TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES OSTEOMUSCULARES E DO TECIDO CONJUNTIVO
303130083,TRATAMENTO DE PACIENTES SOB CUIDADOS PROLONGADOS EM HANSENIASE
303140011,LAVAGEM NASAL PELO METODO DE PROETZ (POR SESSAO)
303140020,TRATAMENTO DA FIBROSE CISTICA COM MANIFESTACOES PULMONARES
303140038,TRATAMENTO DAS AFECCOES NECROTICAS E SUPURATIVAS DAS VIAS AEREAS INFERIORES
303140046,TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES
303140054,TRATAMENTO DAS DOENCAS PULMONARES DEVIDO A AGENTES EXTERNOS
303140062,TRATAMENTO DE CARDIOPATIA PULMONAR NAO ESPECIFICADA (COR PULMONALE)
303140070,TRATAMENTO DE DOENÇA DO OUVIDO EXTERNO MÉDIO E DA MASTÓIDE
303140089,TRATAMENTO DE DOENÇAS RESPIRATÓRIAS QUE AFETAM PRINCIPALMENTE O INTERSTÍCIO
303140097,TRATAMENTO DE HEMORRAGIAS DAS VIAS RESPIRATÓRIAS
303140100,TRATAMENTO DE INFECCOES AGUDAS DAS VIAS AEREAS SUPERIORES
303140119,TRATAMENTO DE OUTRAS DOENCAS DA PLEURA
303140127,TRATAMENTO DE OUTRAS DOENCAS DAS VIAS AEREAS SUPERIORES
303140135,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO
303140143,TRATAMENTO DE OUTRAS INFECCOES AGUDAS DAS VIAS AEREAS INFERIORES
303140151,TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE)
303150017,TRATAMENTO DE DOENCAS DOS ORGAOS GENITAIS MASCULINOS
303150025,TRATAMENTO DE DOENCAS GLOMERULARES
303150033,TRATAMENTO DE DOENCAS INFLAMATORIAS DOS ORGAOS PELVICOS FEMININOS
303150041,TRATAMENTO DE DOENCAS RENAIS TUBULO-INTERSTICIAIS
303150050,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO URINARIO
303150068,TRATAMENTO DE OUTROS TRANSTORNOS DO RIM E DO URETER
303160012,TRATAMENTO DE ENTERITE NECROSANTE DO FETO E DO RECEM-NASCIDO
303160020,TRATAMENTO DE INFECCOES ESPECIFICAS DO PERIODO PERINATAL
303160039,TRATAMENTO DE OUTROS TRANSTORNOS ORIGINADOS NO PERIODO PERINATAL
303160047,TRATAMENTO DE TRANSTORNOS HEMORRAGICOS E HEMATOLOGICOS DO FETO E DO RECEM-NASCIDO
303160055,TRATAMENTO DE TRANSTORNOS RELACIONADOS C/ A DURACAO DA GESTACAO E C/ O CRESCIMENTO FETAL
303160063,TRATAMENTO DE TRANSTORNOS RESPIRATORIOS E CARDIOVASCULARES ESPECIFICOS DO PERIODO NEONATAL
303160071,TRATAMENTO DE TRAUMATISMO DE PARTO NO NEONATO
303170093,TRATAMENTO EM PSIQUIATRIA (POR DIA)
303170107,TRATAMENTO EM PSIQUIATRIA EM HOSPITAL DIA
303170131,TRATAMENTO CLÍNICO EM SAÚDE MENTAL EM SITUAÇÃO DE RISCO ELEVADO DE SUICÍDIO.
303170140,TRATAMENTO CLÍNICO PARA CONTENÇÃO DE COMPORTAMENTO DESORGANIZADO E/OU DISRUPTIVO
303170158,"TRATAMENTO CLÍNICO PARA AVALIAÇÃO DIAGNÓSTICA E ADEQUAÇÃO TERAPÊUTICA, INCLUINDO NECESSIDADES DE SAÚDE DECORRENTES DO USO DE ÁLCOOL E OUTRAS DROGAS"
303170166,TRATAMENTO CLÍNICO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DE ÁLCOOL
303170174,TRATAMENTO CLÍNICO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DE CRACK.
303170182,TRATAMENTO CLÍNICO DOS TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DAS DEMAIS DROGAS E/OU OUTRAS SUBSTÂNCIAS PSICOATIVAS
303170190,TRATAMENTO EM PSIQUIATRIA DE CURTA PERMANENCIA POR DIA (PERMANENCIA ATÉ 90 DIAS)
303170204,TRATAMENTO EM PSIQUIATRIA POR DIA (COM DURAÇÃO SUPERIOR A 90 DIAS DE INTERNAÇÃO OU REINTERNAÇÃO ANTES DE 30 DIAS)
303180013,TRATAMENTO DE AFECÇÕES ASSOCIADAS AO HIV/AIDS
303180030,TRATAMENTO DE AFECÇÕES DO APARELHO DIGESTIVO EM HIV/AIDS
303180048,TRATAMENTO DE AFECÇÕES DO SISTEMA NERVOSO EM HIV/AIDS
303180056,TRATAMENTO DE AFECÇÕES DO SISTEMA RESPIRATÓRIO EM HIV/AIDS
303180064,TRATAMENTO DE DOENÇAS DISSEMINADAS EM AIDS
303180072,TRATAMENTO DE HIV / AIDS
303190019,TRATAMENTO EM REABILITACAO
304010111,INTERNACAO P/ RADIOTERAPIA EXTERNA (COBALTOTERAPIA / ACELERADOR LINEAR)
304010170,NARCOSE DE CRIANÇA (POR PROCEDIMENTO)
304010340,NARCOSE PARA BRAQUITERAPIA (POR PROCEDIMENTO)
304010359,INTERNAÇÃO PARA RADIOTERAPIA ESTEREOTÁXICA DO SISTEMA NERVOSO CENTRAL
304010367,RADIOTERAPIA DE CABEÇA E PESCOÇO
304010375,RADIOTERAPIA DO APARELHO DIGESTIVO
304010383,"RADIOTERAPIA DE TRAQUEIA, BRÔNQUIO, PULMÃO, PLEURA E MEDIASTINO"
304010391,RADIOTERAPIA DE OSSOS/CARTILAGENS/PARTES MOLES
304010405,RADIOTERAPIA DE PELE
304010413,RADIOTERAPIA DE MAMA
304010421,RADIOTERAPIA DE CÂNCER GINECOLÓGICO
304010430,BRAQUITERAPIA GINECOLÓGICA
304010448,RADIOTERAPIA DE PÊNIS
304010456,RADIOTERAPIA DE PRÓSTATA
304010464,BRAQUITERAPIA DE PRÓSTATA
304010472,RADIOTERAPIA DO APARELHO URINÁRIO
304010480,RADIOTERAPIA DE OLHOS E ANEXOS
304010499,BRAQUITERAPIA OFTÁLMICA
304010502,RADIOTERAPIA DE SISTEMA NERVOSO CENTRAL
304010510,RADIOTERAPIA ESTEREOTÁXICA
304010529,RADIOTERAPIA DE METÁSTASE EM SISTEMA NERVOSO CENTRAL
304010537,RADIOTERAPIA DE PLASMOCITOMA / MIELOMA / METÁSTASES EM OUTRAS LOCALIZAÇÕES
304010545,RADIOTERAPIA DE CADEIA LINFÁTICA
304010553,RADIOTERAPIA DE LINFOMA E LEUCEMIA
304010561,RADIOTERAPIA EM CORPO INTEIRO
304010570,RADIOTERAPIA DE QUELOIDE E GINECOMASTIA
304010588,RADIOTERAPIA DE DOENÇA BENIGNA
304010596,INTERNAÇÃO PARA BRAQUITERAPIA
304020010,QUIMIOTERAPIA DO ADENOCARCINOMA DE COLON AVANÇADO -1ª LINHA
304020028,QUIMIOTERAPIA DO ADENOCARCINOMA DE COLON AVANÇADO - 2ª LINHA
304020036,HORMONIOTERAPIA DO ADENOCARCINOMA DE ENDOMÉTRIO AVANÇADO
304020044,QUIMIOTERAPIA DO ADENOCARCINOMA DE ESTÔMAGO AVANÇADO
304020052,QUIMIOTERAPIA DO ADENOCARCINOMA DE PÂNCREAS AVANÇADO
304020060,HORMONIOTERAPIA DO ADENOCARCINOMA DE PRÓSTATA AVANÇADO - 2ª LINHA
304020079,HORMONIOTERAPIA DO ADENOCARCINOMA DE PRÓSTATA AVANÇADO - 1ª LINHA
304020087,QUIMIOTERAPIA DO ADENOCARCINOMA DE PRÓSTATA RESISTENTE A HORMONIOTERAPIA
304020095,QUIMIOTERAPIA DO CARCINOMA DE RETO AVANÇADO -1ª LINHA
304020109,QUIMIOTERAPIA DO CARCINOMA DE RETO AVANÇADO - 2ª LINHA
304020117,QUIMIOTERAPIA DO APUDOMA/TUMOR NEUROENDÓCRINO AVANÇADO
304020125,QUIMIOTERAPIA DO CARCINOMA DE ADRENAL AVANÇADO
304020133,QUIMIOTERAPIA DO CARCINOMA DE MAMA AVANÇADO -1ª LINHA
304020141,QUIMIOTERAPIA DO CARCINOMA DE MAMA AVANÇADO - 2ª LINHA
304020150,QUIMIOTERAPIA DO CARCINOMA DE NASOFARINGE AVANÇADO
304020168,QUIMIOTERAPIA DO CARCINOMA DE RIM AVANÇADO
304020176,QUIMIOTERAPIA DO CARCINOMA EPIDERMÓIDE / ADENOCARCINOMA DE ESÔFAGO AVANÇADO
304020184,QUIMIOTERAPIA DO CARCINOMA EPIDERMÓIDE / ADENOCARCINOMA DO COLO OU DO CORPO UTERINO AVANÇADO
304020192,QUIMIOTERAPIA DO CARCINOMA EPIDERMÓIDE DE CANAL ANAL/ MARGEM ANAL AVANÇADO
304020206,QUIMIOTERAPIA DO CARCINOMA EPIDERMÓIDE DE CABEÇA E PESCOÇO AVANÇADO
304020214,QUIMIOTERAPIA DO CARCINOMA PULMONAR DE CÉLULAS NÃO PEQUENAS AVANÇADO
304020222,QUIMIOTERAPIA DO CARCINOMA PULMONAR INDIFERENCIADO DE CÉLULAS PEQUENAS AVANÇADO
304020230,QUIMIOTERAPIA DO MELANOMA MALIGNO AVANÇADO
304020249,QUIMIOTERAPIA DE METÁSTASE DE ADENOCARCINOMA DE ORIGEM DESCONHECIDA
304020257,QUIMIOTERAPIA DE METÁSTASE DE CARCINOMA EPIDERMÓIDE/CARCINOMA NEUROENDOCRINO DE ORIGEM DESCONHECIDA
304020265,QUIMIOTERAPIA DE METÁSTASE DE NEOPLASIA MALIGNA INDIFERENCIADA DE ORIGEM DESCONHECIDA
304020273,QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVÁRIO OU DE TUBA UTERINA AVANÇADA -1ª LINHA.
304020281,QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVÁRIO OU DE TUBA UTERINA AVANÇADA - 2ª LINHA)
304020290,QUIMIOTERAPIA DE SARCOMA DE PARTES MOLES AVANÇADO
304020303,QUIMIOTERAPIA DE SARCOMA ÓSSEO AVANÇADO
304020311,QUIMIOTERAPIA DO TUMOR DO ESTROMA GASTROINTESTINAL AVANÇADO
304020320,QUIMIOTERAPIA DE TUMOR DO SISTEMA NERVOSO CENTRAL AVANÇADO
304020338,HORMONIOTERAPIA DO CARCINOMA DE MAMA AVANÇADO - 2ª LINHA
304020346,HORMONIOTERAPIA DO CARCINOMA DE MAMA AVANÇADO- 1ª LINHA
304020362,QUIMIOTERAPIA DO CARCINOMA DE TIREOIDE AVANÇADO
304020370,QUIMIOTERAPIA DO CARCINOMA DE PÊNIS AVANÇADO
304020389,QUIMIOTERAPIA DE CARCINOMA DO FÍGADO OU DO TRATO BILIAR AVANÇADO
304020397,QUIMIOTERAPIA DE NEOPLASIA MALIGNA DO TIMO AVANÇADA
304020400,QUIMIOTERAPIA DE CARCINOMA UROTELIAL AVANÇADO
304020419,POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO  1ª LINHA
304020427,MONOQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO  1ª LINHA
304020435,POLIQUIMIOTERAPIA COM DUPLO ANTI HER-2 DO CARCINOMA DE MAMA HER-2 POSITIVO 1ª LINHA
304020443,QUIMIOTERAPIA COM DUPLO ANTI-HER-2 DO CARCINOMA DE MAMA HER-2 POSITIVO  1ª LINHA
304030015,QUIMIOTERAPIA DE DOENÇA LINFOPROLIFERATIVA RARA -1ª LINHA.
304030023,QUIMIOTERAPIA DE DOENÇA LINFOPROLIFERATIVA RARA - 2ª LINHA
304030031,QUIMIOTERAPIA DE DOENÇA MIELOPROLIFERATIVA RARA - 1ª LINHA
304030040,QUIMIOTERAPIA DE DOENÇA MIELOPROLIFERATIVA RARA - 2ª LINHA.
304030058,QUIMIOTERAPIA DE LEUCEMIA LINFOCITICA CRONICA - 1ª LINHA.
304030066,QUIMIOTERAPIA DE LEUCEMIA LINFOCITICA CRONICA - 2ª LINHA.
304030074,QUIMIOTERAPIA DE LEUCEMIA MIELOIDE CRONICA QUALQUER FASE - CONTROLE SANGÜINEO
304030082,QUIMIOTERAPIA DA LEUCEMIA MIELÓIDE CRÔNICA EM FASE BLÁSTICA - MARCADOR POSITIVO - 2ª LINHA.
304030090,QUIMIOTERAPIA DA LEUCEMIA MIELÓIDE CRÔNICA EM FASE BLASTICA - MARCADOR POSITIVO - SEM FASE CRÔNICA OU DE TRANSFORMAÇÃO ANTERIOR (1ª LINHA).
304030104,QUIMIOTERAPIA DE LEUCEMIA MIELÓIDE CRÔNICA EM FASE BLÁSTICA - MARCADOR POSITIVO-3ª LINHA
304030112,QUIMIOTERAPIA DA LEUCEMIA MIELÓIDE CRÔNICA EM FASE CRÔNICA - MARCADOR POSITIVO - 1ª LINHA.
304030120,QUIMIOTERAPIA DE LEUCEMIA MIELÓIDE CRÔNICA EM FASE CRÔNICA - MARCADOR POSITIVO - 3ª LINHA
304030139,QUMIOTERAPIA DE LEUCEMIA MIELÓIDE CRÔNICA EM FASE DE TRANSFORMAÇÃO - MARCADOR POSITIVO - 3ª LINHA
304030147,QUIMIOTERAPIA DA LEUCEMIA MIELÓIDE CRÔNICA EM FASE DE TRANSFORMAÇÃO - MARCADOR POSITIVO - 2ªLINHA
304030155,QUIMIOTERAPIA DE LEUCEMIA MIELÓIDE CRÔNICA EM FASE DE TRANSFORMAÇÃO - MARCADOR POSITIVO - SEM FASE CRONICA ANTERIOR (1ª LINHA)
304030163,QUIMIOTERAPIA DE LINFOMA NÃO HODGKIN DE BAIXO GRAU DE MALIGNIDADE (1ª LINHA)
304030171,QUIMIOTERAPIA DE LINFOMA NÃO HODGKIN DE BAIXO GRAU DE MALIGNIDADE - 2ªLINHA
304030180,QUIMIOTERAPIA DE NEOPLASIA DE CÉLULAS PLASMÁTICAS - 1ª LINHA.
304030198,QUIMIOTERAPIA DE NEOPLASIA DE CÉLULAS PLASMÁTICAS - 2ª LINHA.
304030201,QUIMIOTERAPIA DA TRICOLEUCEMIA - 2ª LINHA
304030210,QUIMIOTERAPIA DE TRICOLEUCEMIA - 1ªLINHA.
304030228,QUIMIOTERAPIA DE LEUCEMIA MIELÓIDE CRÔNICA EM FASE CRÔNICA - MARCADOR POSITIVO - 2ª LINHA
304030236,QUIMIOTERAPIA DE LINFOMA FOLICULAR- 1ª LINHA
304030244,QUIMIOTERAPIA DE LINFOMA FOLICULAR - 2ª LINHA
304030252,QUIMIOTERAPIA DE MIELOMA MÚLTIPLO  1ª LINHA
304030260,QUIMIOTERAPIA DE MIELOMA MÚLTIPLO  2ª LINHA
304040010,QUIMIOTERAPIA DO ADENOCARCINOMA DE RETO (PRÉVIA)
304040029,QUIMIOTERAPIA DO CARCINOMA DE MAMA (PRÉVIA)
304040045,QUIMIOTERAPIA DO CARCINOMA EPIDERMÓIDE / ADENOCARCINOMA DO COLO UTERINO
304040053,QUIMIOTERAPIA DO CARCINOMA EPIDERMÓIDE DE RETO/ CANAL ANAL/ MARGEM ANAL
304040061,QUIMIOTERAPIA DO CARCINOMA EPIDERMÓIDE DE SEIO PARA-NASAL/ LARINGE / HIPOFARINGE/ OROFARINGE /CAVIDADE ORAL
304040070,QUIMIOTERAPIA DO CARCINOMA DE BEXIGA
304040088,QUIMIOTERAPIA DO CARCINOMA DE NASOFARINGE
304040096,QUIMIOTERAPIA DO CARCINOMA PULMONAR DE CÉLULAS NÃO PEQUENAS (PRÉVIA)
304040100,QUIMIOTERAPIA DO CARCINOMA PULMONAR INDIFERENCIADO DE CÉLULAS PEQUENAS (PRÉVIA)
304040118,QUIMIOTERAPIA DE CARCINOMA EPIDERMÓIDE / ADENOCARCINOMA DE ESÔFAGO
304040126,QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE DE VULVA
304040134,QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVÁRIO OU DA TUBA UTERINA - 2ª LINHA
304040142,QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVÁRIO OU DA TUBA UTERINA - 1ª LINHA
304040150,QUIMIOTERAPIA DE OSTEOSSARCOMA - 2ª LINHA.
304040169,QUIMIOTERAPIA DE SARCOMA ÓSSEO / OSTEOSSARCOMA - 1ª LINHA
304040177,QUIMIOTERAPIA DO ADENOCARCINOMA DE ESTÔMAGO (PRÉ-OPERATÓRIA)
304040185,POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTÁDIO III (PRÉVIA)
304040193,HORMONIOTERAPIA DO CARCINOMA DE MAMA EM ESTÁDIO III (PRÉVIA)
304040207,HORMONIOTERAPIA PRÉVIA À RADIOTERAPIA EXTERNA DO ADENOCARCINOMA DE PRÓSTATA
304050016,QUIMIOTERAPIA INTRA-VESICAL
304050024,QUIMIOTERAPIA DE ADENOCARCINOMA DE CÓLON
304050032,QUIMIOTERAPIA DO ADENOCARCINOMA DE RETO (ADJUVANTE)
304050040,HORMONIOTERAPIA DO CARCINOMA DE MAMA EM ESTÁDIO I
304050067,QUIMIOTERAPIA DO CARCINOMA DE MAMA EM ESTÁDIO III
304050075,QUIMIOTERAPIA DO CARCINOMA DE MAMA EM ESTÁDIO II
304050113,HORMONIOTERAPIA DO CARCINOMA DE MAMA EM ESTÁDIO III
304050121,HORMONIOTERAPIA DO CARCINOMA DE MAMA EM ESTÁDIO II
304050130,QUIMIOTERAPIA DO CARCINOMA DE MAMA EM ESTÁDIO I
