CO_PROCEDIMENTO,Descricao,ValorTUNEP
303060212,INSUFICIENCIA CARDIACA,"1.221,68"
303060107,CRISE HIPERTENSIVA,"408,30"
303060182,HIPERTENSAO MALIGNA,"408,30"
303110040,CARDIOPATIA CONGENITA COM INSUFICIENCIA CARDIACA,"1.221,68"
303060140,EMBOLIAS OU ENFARTES PULMONARES,"1.026,96"
303060174,EMBOLIAS OU ENFARTES PULMONARES,"1.026,96"
303060131,EDEMA AGUDO DE PULMAO,"1.221,68"
303060026,ARRITMIAS,"462,60"
303060069,CHOQUE CARDIOGENICO EM ADULTO,"1.066,75"
303060255,CHOQUE CARDIOGENICO EM ADULTO,"1.066,75"
303060204,VASCULOPATIA PERIFERICA,"677,60"
303060263,VASCULOPATIA PERIFERICA,"677,60"
303060034,MIOCARDITE,"633,95"
303060239,MIOCARDITE,"633,95"
303060298,TROMBOFLEBITES PROFUNDAS,"677,60"
303060077,CHOQUE HIPOVOLEMICO EM ADULTO,"528,94"
303010037,CHOQUE SEPTICO EM ADULTO,"964,39"
406010960,CONTUSAO MIOCARDICA,"156,28"
406010978,FERIMENTO CARDIACO PERFURO-CORTANTE,"156,28"
303060123,DOENCAS REUMATICAS SEM CARDITE,"415,15"
303080094,ESCLERODERMIA,"595,35"
303060123,DOENCAS REUMATICAS SEM CARDITE,"415,15"
303080094,ESCLERODERMIA,"595,35"
303020059,ANEMIA CARENCIAL,"528,95"
303020040,ANEMIA HEMOLITICA CONGENITA OU ADQUIRIDA,"609,80"
303020032,ANEMIA APLASTICA,"922,35"
303020075,HEMOFILIAS E OUTROS DEFEITOS DE COAGULACAO OU OUTR,"1.046,25"
303020067,PURPURA TROMBOCITOPENICA,"540,25"
303020067,OUTRAS PURPURAS OU AFECCOES HEMORRAGICAS,"540,25"
303020083,AGRANULOCITOSE,"922,35"
303020083,OUTRAS DOENCAS DO SANGUE E ORGAOS HEMATOPOIETICO,"592,35"
303020059,ANEMIA CARENCIAL,"528,95"
303020040,ANEMIA HEMOLITICA CONGENITA OU ADQUIRIDA,"609,80"
303020032,ANEMIA APLASTICA,"922,35"
303020075,HEMOFILIAS E OUTROS DEFEITOS DE COAGULACAO,"1.046,25"
303020067,PURPURA TROMBOCITOPENICA,"540,25"
303020067,OUTRAS PURPURAS OU AFECCOES HEMORRAGICAS,"540,25"
303020083,AGRANULOCITOSE,"922,35"
303020083,POLICITEMIA,"592,35"
303020083,HIPERESPLENISMO,"609,80"
303020083,OUTRAS DOENCAS DO SANGUE E ORGAOS HEMATOPOIETICO,"592,35"
304080047,QUIMIOTERAPIA INTRA-ARTERIAL,"589,61"
304080063,"QUIMIOTERAPIA INTRACAVITARIA ( INTRA-PLEURAL, INTRA-PE ","592,51"
304080020,INTERNACAO PARA QUIMIOTERAPIA DE ADMINISTRACAO CON,"1.057,07"
304080020,INTERNACAO PARA QUIMIOTERAPIA DE ADMINISTRACAO CON,"492,33"
304080039,INTERNACAO PARA QUIMIOTERAPIA DE LEUCEMIAS AGUDAS,"1.251,58"
303150025,SINDROME NEFROTICA,"977,55"
303150025,SINDROME NEFRITICA,"587,95"
303150025,GLOMERULOPATIAS CRONICAS,"977,55"
305020048,INSUFICIENCIA RENAL AGUDA,"587,95"
305020030,HIPERTENSAO NEFROGENA E RENOVASCULAR,"408,30"
305020013,PIELONEFRITE,"489,40"
303150041,NEFROPATIAS INTERSTICIAIS,"977,55"
303150041,ABSCESSO RENAL,"489,40"
303150050,RETENCAO E OBSTRUCAO URINARIA,"464,70"
305020021,COLICA NEFRETICA,"395,70"
303150068,NEFROPATIAS METABOLICAS,"977,55"
303110066,NEFROPATIAS CONGENITAS,"977,55"
303150041,HIDRONEFROSE E PIONEFROSE,"489,40"
305020056,INSUFICIENCIA RENAL CRONICA,"977,55"
305010174,DESEQUILIBRIO POS DIALISE,"281,95"
305010174,INTERCORRENCIA - PACIENTE RENAL CRONICO (PEDIATRIA),"227,44"
303150025,SINDROME NEFROTICA,"977,55"
303150025,SINDROME NEFRITICA,"587,95"
303150025,GLOMERULOPATIAS CRONICAS,"977,55"
305020048,INSUFICIENCIA RENAL AGUDA,"587,95"
305020030,HIPERTENSAO NEFROGENA E RENOVASCULAR,"408,30"
305020013,PIELONEFRITE,"489,40"
303150041,NEFROPATIAS INTERSTICIAIS,"977,55"
303150041,ABSCESSO RENAL,"489,40"
303150050,RETENCAO E OBSTRUCAO URINARIA,"464,70"
305020021,COLICA NEFRETICA,"395,70"
303150068,NEFROPATIAS METABOLICAS,"977,55"
303110066,NEFROPATIAS CONGENITAS,"977,55"
303150041,HIDRONEFROSE E PIONEFROSE,"489,40"
303150033,ANEXITE AGUDA,"489,40"
305020056,INSUFICIENCIA RENAL CRONICA,"977,55"
305010174,DESEQUILIBRIO POS DIALISE,"281,95"
303150050,OUTRAS AFECCOES DO APARELHO GENETICO URINARIO,"489,40"
303150017,ORQUITE E EPIDIDIMITE,"170,45"
305010174,INTERCORRENCIA - PACIENTE RENAL CRONICO (CLINICA MED,"227,44"
303040157,HIDROCEFALIA,"989,73"
303040041,ABSCESSO CEREBRAL,"1.217,25"
303040165,EPILEPSIAS,"245,65"
303040050,COREIA AGUDA,"415,15"
303040297,PROCESSOS TOXI INFECCIOSOS DO CEREBRO E DA MEDULA,"617,15"
211050105,POLISSONOGRAFIA,"504,31"
303040157,HIDROCEFALIA,"742,75"
303040041,ABSCESSO CEREBRAL,"1.217,25"
303040289,ESCLEROSE MULTIPLA,"718,20"
303040165,EPILEPSIAS,"245,65"
303040050,COREIA AGUDA,"415,15"
303040181,DOENCA DE PARKINSON,"742,75"
303040149,AVC AGUDO,"1.005,05"
303040270,POLIRRADICULITE E POLINEUROPATIA,"617,15"
303040203,DOENCAS HEREDO DEGENERATIVAS,"742,75"
303040246,DOENCAS NEUROMUSCULARES HEREDITARIAS,"742,75"
303040297,PROCESSOS TOXI INFECCIOSOS DO CEREBRO E DA MEDULA,"617,15"
303040190,DOENCA DOS NEURONIOS MOTORES CENTRAIS COM OU SEM,"718,20"
303040262,POLINEUROPATIAS,"617,15"
211050105,POLISSONOGRAFIA,"329,73"
303030054,DISFUNCAO TIREOIDIANA,"485,85"
303030054,TIREO TOXICOSE,"485,85"
303030038,DIABETES INSIPIDO,"766,40"
303030038,DIABETES SACARINO,"766,40"
303030062,DISFUNCAO SUPRA-RENAL,"747,05"
303030054,TRANSTORNO DO METABOLISMO DAS PROTEINAS E DOS AMI,"440,00"
303030046,TRANSTORNO DO METABOLISMO DOS GLICIDIOS,"440,00"
303030020,TRANSTORNO DO METABOLISMO DOS LIPIDIOS,"440,00"
303080094,CALCINOSE UNIVERSAL,"440,00"
303030046,AMILOIDOSES,"440,00"
303030046,PORFIRIA,"440,00"
303030046,OUTRAS DOENCAS ENDOCRINAS E METABOLICAS,"440,00"
303030054,DISFUNCAO TIREOIDIANA,"485,85"
303030054,TIREO TOXICOSE,"485,85"
303030054,TIREOIDITE,"485,85"
303030038,DIABETES INSIPIDO,"766,40"
303030038,DIABETES SACARINO,"766,40"
303030062,DISFUNCAO SUPRA-RENAL,"747,05"
303090316,GOTA,"440,00"
303080094,CALCINOSE UNIVERSAL,"440,00"
303030046,AMILOIDOSES,"440,00"
303030046,PORFIRIA,"440,00"
303030046,OUTRAS DOENCAS ENDOCRINAS E METABOLICAS,"440,00"
303090316,ARTRITE,"488,95"
303090294,LUMBAGO AGUDO,"407,09"
408040173,OSTEOCONDROSE,"488,95"
303090316,MIOSITES,"464,45"
303040254,MIASTENIA GRAVE,"464,45"
303040173,DISTROFIAS MUSCULARES,"464,45"
303040220,ESCLEROSE GENERALIZADA PROGRESSIVA,"464,45"
303040025,INTERNACAO PARA ADMINISTRACAO ESPECIFICA PARA O TRA,"890,87"
303090316,ARTRITE,"488,95"
303090294,LUMBAGO AGUDO,"407,09"
408040173,OSTEOCONDROSE,"488,95"
303090316,MIOSITES,"464,45"
303040254,MIASTENIA GRAVE,"464,45"
303040173,DISTROFIAS MUSCULARES,"464,45"
303040220,ESCLEROSE GENERALIZADA PROGRESSIVA,"464,45"
303040025,INTERNACAO PARA ADMINISTRACAO ESPECIFICA PARA O TRA,"1.464,49"
303080043,PENFIGO FOLIACEO,"614,80"
303010169,MICOSES SUPERFICIAIS,"614,80"
303060220,LINFADENITES INESPECIFICAS,"614,80"
303080043,PENFIGO FOLIACEO,"614,80"
303010169,MICOSES SUPERFICIAIS,"614,80"
303060301,ULCERA DE PERNA,"614,80"
303130024,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
303130032,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
303130059,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
303130075,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
303130067,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
303130040,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
303130016,PACIENTE SOB CUIDADOS PROLONGADOS DEVIDO A CAUSAS,"217,89"
301050074,INTERNACAO DOMICILIAR COM EQUIPE HOSPITALAR,"80,00"
304010111,INTERNACAO PARA RADIOTERAPIA EXTERNA ( COBALTOTERA,"40,39"
304100013,INTERCORRENCIAS CLINICAS DE PACIENTE ONCOLOGICO,"299,09"
304090026,IODOTERAPIA DO CANCER DIFERENCIADO DA TIREOIDE DOSE,"906,31"
304090018,IODOTERAPIA DO CANCER DIFERENCIADO DA TIREOIDE DOSE,"1.132,93"
304090034,IODOTERAPIA DO CANCER DIFERENCIADO DA TIREOIDE DOSE,"1.237,51"
303130024,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
303130032,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
303130059,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
303130075,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
303130067,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
303130040,PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDAD,"217,89"
303130016,PACIENTE SOB CUIDADOS PROLONGADOS DEVIDO A CAUSAS,"217,89"
301050074,INTERNACAO DOMICILIAR COM EQUIPE HOSPITALAR,"80,00"
304010111,INTERNACAO PARA RADIOTERAPIA EXTERNA ( COBALTOTERA,"40,39"
304100013,INTERCORRENCIAS CLINICAS DE PACIENTE ONCOLOGICO,"299,09"
304090026,IODOTERAPIA DO CANCER DIFERENCIADO DA TIREOIDE DOSE,"906,31"
304090018,IODOTERAPIA DO CANCER DIFERENCIADO DA TIREOIDE DOSE,"1.132,93"
304090034,IODOTERAPIA DO CANCER DIFERENCIADO DA TIREOIDE DOSE,"1.237,51"
301050074,ASSISTENCIA DOMICILIAR GERIATRICA REALIZADA PELOS CE,"39,10"
301050074,ASSISTENCIA DOMICILIAR GERIATRICA REALIZADA PELOS CE,"33,25"
301050074,ASSISTENCIA DOMICILIAR GERIATRICA REALIZADA PELOS CE,"29,31"
303060050,CHOQUE ANAFILATICO,"196,75"
303080086,FARMACODERMIAS,"614,80"
303080051,DERMATITES E ECZEMAS,"614,80"
303080051,OUTRAS DOENCAS ALERGICAS,"614,80"
303060050,CHOQUE ANAFILATICO,"196,75"
303110031,ESPINHA BIFIDA,"989,73"
303110082,NEUROFIBROMATOSE,"617,15"
303110090,OUTRAS ANOMALIAS CONGENITAS DO SISTEMA NERVOSO,"989,73"
303110040,ANOMALIA CONGENITA DO CORACAO E APARELHO CIRCULAT,"1.400,10"
303110058,ATRESIA DAS COANAS,"999,70"
303110058,"ANOMALIA DA LARINGE, TRAQUEIA E BRONQUIOS ","999,70"
303110058,PULMAO CISTICO CONGENITO,"999,70"
303110058,OUTRAS ANOMALIAS DO APARELHO RESPIRATORIO,"999,70"
303110112,ESTENOSE DO PILORO,"1.032,06"
303110112,FISTULA TRAQUEOESOFAGICA,"999,70"
303110112,DOENCA DE HIRSCHSPRUNG,"437,65"
303110112,ATRESIA DAS VIAS BILIARES,"1.032,06"
303070102,OUTRAS ANOMALIAS DO APARELHO DIGESTIVO,"1.032,06"
303150050,OUTRAS ANOMALIAS DO APARELHO GENITO URINARIO,"464,70"
303110015,CONDRODISTROFIA,"488,95"
303110015,OSTEOGENESE IMPERFEITA,"488,95"
303110015,OUTRAS ANOMALIAS DO SISTEMA MUSCULO OSTEO ARTICUL,"488,95"
303110104,ICTIOSE,"614,80"
303110104,"OUTRAS ANOMALIAS DA PELE, FANEROS E SISTEMA LINFATIC ","614,80"
303110074,ANOMALIA CONGENITA DO SISTEMA GLANDULAR,"747,05"
303110023,SINDROME DE DOWN (ANOMALIAS CONGENITAS E/OU HERED,"893,25"
308020030,INTOXICACAO POR MEDICAMENTOS,"297,95"
308020030,INTOXICACAO POR DERIVADOS DE PETROLEO,"297,95"
308020030,"INTOXICACAO POR INSETICIDA, FERTILIZANTE E ADUBO ","297,95"
308020030,INTOXICACAO E ENVENENAMENTO POR OUTRAS SUBSTANCIA,"297,95"
308020030,INTOXICACAO POR ALCOOL,"297,95"
308020030,INTOXICACAO POR ALIMENTOS OU PLANTAS,"297,95"
308020030,INTOXICACAO POR GASES OU VAPORES,"297,95"
308020030,TRATAMENTO DE INTOXICACAO AGUDA POR USO DE DROGAS,"173,44"
308020030,INTOXICACAO POR MEDICAMENTOS,"297,95"
308020030,INTOXICACAO POR DERIVADOS DE PETROLEO,"297,95"
308020030,"INTOXICACAO POR INSETICIDA, FERTILIZANTE E ADUBO ","297,95"
308020030,INTOXICACAO E ENVENENAMENTO POR OUTRAS SUBSTANCIA,"297,95"
308020030,INTOXICACAO POR ALCOOL,"297,95"
308020030,INTOXICACAO POR ALIMENTOS OU PLANTAS,"297,95"
308020030,INTOXICACAO POR GASES OU VAPORES,"297,95"
308020030,TRATAMENTO DE INTOXICACAO AGUDA POR USO DE DROGAS,"173,44"
308030028,ACIDENTE POR AFOGAMENTO,"439,60"
308020022,ACIDENTE POR PICADA DE ANIMAIS PECONHENTOS,"439,60"
308030028,ACIDENTE POR DESCARGA ELETRICA,"439,60"
308010027,ACIDENTE POR ASPIRACAO OU INGESTAO DE ALIMENTO OU O,"439,60"
308010027,ACIDENTE POR SUFOCACAO MECANICA,"439,60"
308030010,ACIDENTE POR PENETRACAO DE CORPO ESTRANHO EM ORIF,"439,60"
308030036,ACIDENTE POR SUBSTANCIA CORROSIVA,"439,60"
308030028,ACIDENTE POR AFOGAMENTO,"439,60"
308020022,ACIDENTE POR PICADA DE ANIMAIS PECONHENTOS,"439,60"
308030028,ACIDENTE POR DESCARGA ELETRICA,"439,60"
308010027,ACIDENTE POR ASPIRACAO OU INGESTAO DE ALIMENTO OU O,"439,60"
308010027,ACIDENTE POR SUFOCACAO MECANICA,"439,60"
308030010,ACIDENTE POR PENETRACAO DE CORPO ESTRANHO EM ORIF,"439,60"
308030036,ACIDENTE POR SUBSTANCIA CORROSIVA,"439,60"
308010043,LUXACOES E FERIMENTOS COM GRAVE COMPROMETIMENTO,"442,70"
303040238,FRATURA DA COLUNA VERTEBRAL COM LESAO DA MEDULA E,"879,70"
308010035,TRATAMENTO CLINICO DOS TRAUMATISMO INTERNOS COM L,"442,70"
308010019,LACERACOES E FERIMENTOS DE LOCALIZACOES DIVERSAS,"439,60"
303080051,LESOES SUPERFICIAIS INFECTADAS,"439,60"
303030011,ATENDIMENTO EM REGIME HOSPITAL DIA-FIBROSE CISTICA (P,"93,85"
308010043,LUXACOES E FERIMENTOS COM GRAVE COMPROMETIMENTO,"442,70"
303040238,FRATURA DA COLUNA VERTEBRAL COM LESOES DE MEDULA,"879,70"
308010035,TRATAMENTO CLINICO DOS TRAUMATISMO INTERNOS COM L,"442,70"
308010019,LACERACOES E FERIMENTOS DE LOCALIZACOES DIVERSAS,"439,60"
303060093,COMPLICACOES DE PROCEDIMENTOS CIRURGICOS OU MEDIC,"439,60"
308040015,COMPLICACOES DE PROCEDIMENTOS CIRURGICOS OU MEDIC,"439,60"
301090017,ATENDIMENTO EM HOSPITAL GERIATRICO ( UM TURNO ),"104,60"
301090025,ATENDIMENTO EM HOSPITAL GERIATRICO ( DOIS TURNOS ),"115,85"
303030011,ATENDIMENTO EM REGIME HOSPITAL DIA-FIBROSE CISTICA (A,"93,85"
506020029,HOSPITAL-DIA - INTERCORRENCIA APOS TRANSPLANTE DE M,"236,25"
506020037,HOSPITAL-DIA - INTERCORRENCIA APOS TRANSPLANTE DE M,"236,25"
506020010,HOSPITAL-DIA - INTERCORRENCIA APOS TRANSPLANTE DE M,"236,25"
303180072,TRATAMENTO DA AIDS EM HOSPITAL DIA,"78,45"
603070019,ALBUMINA HUMANA % FR/AMP C/ ML,"20,00"
603030033,IMUNOGLOBINA HUMANA ENDOVENOSA  G,"1,00"
702060011,CATETER URETRAL DUPLO J,"180,00"
702060020,IMPLANTE PENIANO MALEAVEL/PAR,"660,00"
702040428,MARCAPASSO CARDIACO MULTIPROGRAMAVEL DE CAMARA e,"4.324,34"
702040410,MARCAPASSO CARDIACO MULTIPROGRAMAVEL DE CAMARA,"5.225,25"
702040061,CARDIOVERSOR DESFIBRILADOR IMPLANTAVEL (),"1,00"
702040053,CARDIOVERSOR DESFIBRILADOR - GERADOR (),"1,00"
702040436,MARCAPASSO MUTI-SITIO (),"1,00"
702040045,CARDIODESFIBRILADOR COM MARCAPASSO MULTI-SITIO,"56.024,98"
702040401,INTRODUTOR DE PUNCAO P/IMP. DE ELETRODO ENDOCARDIC,"126,89"
702040266,ELETRODO PARA MARCAPASSO TEMPORARIO ENDOCARDICO,"221,78"
702040240,ELETRODO ENDOCARDICO DEFINITIVO (),"1,00"
702040258,ELETRODO EPICARDICO DEFINITIVO (),"1,00"
702040274,ELETRODO PARA MARCAPASSO TEMPORARIO EPICARDICO,"28,89"
702040592,SISTEMA DE ELETRODOS PARA ESTIMULACAO MUTI-SITIO (),"1,00"
702040541,PROTESE VALVULAR BIOLOGICA (),"1,00"
702040029,ANEL PARA ANELOPLASTIA VALVULAR (),"1,00"
702040576,PROTESE VALVULAR - MECANICA DE DUPLO FOLHETO (),"1,00"
702040568,PROTESE VALVULAR MEC. DE BAIXO PERFIL(DISCO) (),"1,00"
504030027,PROCESSAMENTO DE VALVA CARDIACA HUMANA (),"1,00"
702040371,ENXERTO TUBULAR DE PTFE ( CM ),"70,00"
702040339,ENXERTO ARTERIAL TUBULAR INORGANICO COM COLAGENO,"420,90"
702040347,ENXERTO ARTERIAL TUBULAR ORGANICO,"327,46"
702040320,ENXERTO ARTERIAL TUBULAR BIFURCADO INORGANICO COM,"609,57"
702040355,ENXERTO ARTERIAL TUBULAR VALVADO ORGANICO,"1.313,96"
702050431,PATCH INORGANICO (Ate cm),"260,00"
702050440,PATCH ORGANICO (Ate cm) (),"260,00"
702040398,GUIA E FILTRO PARA VEIA CAVA (),"1,00"
702050059,CATETER BALAO P/EMBOLECTOMIA ARTERIAL OU VENOSA (,"1,00"
702040096,CATETER BALAO PARA SEPTOSTOMIA (),"1,00"
702040088,CATETER BALAO P/ ANGIOPLASTIA TRANSLUMINAL PERCUTA,"500,00"
702040134,CATETER GUIA P/ ANGIOPLASTIA TRANSLUMINAL PERCUTANE,"195,45"
702040100,CATETER BALAO PARA VALVOPLASTIA (),"1,00"
702040070,CATETER BALAO PARA ANGIOPLASTIA PERIFERICA (),"1,00"
702040380,GUIA DE TROCA PARA ANGIOPLASTIA (),"1,00"
702050130,CONJUNTO PARA AUTOTRANSFUSAO (),"1,00"
702040533,PROTESE INTRALUMINAL CORONARIANA COM BALAO (),"1,00"
702040223,CONJUNTO PARA VALVOPLASTIA MITRAL PERCUTANEA,"4.550,00"
702040517,PROTESE INTRALUMINAL ARTERIAL PERIFERICA C/STENT N/R,"2.580,00"
702040290,ENDOPROTESE AORTICA TUBULAR OU CONICA,"10.200,00"
702040282,ENDOPROTESE AORTICA BIFURCADA,"14.000,00"
702040487,PROTESE INTRALUMINAL ARTERIAL PERIFERICA COM STENT,"2.680,00"
702040606,SIST DE PROTECAO CEREBRAL P/PROTESE INTRALUMINAL CA,"3.570,00"
702040169,COILS EMBOLIZANTE,"706,00"
702040584,SISTEMA DE COLOCACAO DE COILS,"1.250,00"
702040142,"CATETER MULTIPOLAR(QUADRI, DECA, DUODECAPOLAR,ETC ","1.410,37"
702040215,CONJUNTO PARA CIRCULACAO EXTRACORPOREA PEDIATRIC,"1.731,63"
702040207,CONJUNTO PARA CIRCULACAO EXTRACORPOREA NEONATAL,"1.881,63"
702040177,CONJUNTO DE ACESSO HEPATICO TRANSJUGULAR,"4.300,00"
702040452,PATCH INORGANICO (CM),"50,00"
702040444,PATCH INORGANICO (CM),"20,00"
702040479,PATCH ORGANICO ( CM),"50,00"
702040460,PATCH ORGANICO (CM),"20,00"
702040363,ENXERTO TUBULAR DE PTFE COM  CM,"20,00"
702040037,BAINHA P/PUNCAO TRANSEPTAL,"324,51"
702040010,AGULHA P/PUNCAO TRANSEPTAL,"324,51"
702040550,PROTESE VALVULAR BIOLOGICA SEM SUPORTE OU ANEL,"1.060,00"
702040150,CATETER DUPLO LUMEN VENOSO CENTRAL,"97,48"
702040312,ENXERTO ARTERIAL INORGANICO VALVADO (CONDUTO VALV,"4.012,40"
702040118,CATETER DE ACESSO CENTRAL POR INSERCAO PERIFERICA,"198,00"
702040304,ENDOPROTESE TORACICA RETA,"14.000,00"
702040231,ELETRODO DO CARDIODESFRIBILADOR,"7.074,27"
702040193,CONJUNTO PARA CIRCULACAO EXTRACORPOREA ADULTO,"1.581,63"
702040185,CONJUNTO DO SEIO CORONARIO,"5.382,32"
702040380,GUIA DE TROCA,"195,45"
702050083,CATETER MULTIPERFURADO PARA INFUSAO DE DROGAS,"195,45"
702040126,CATETER DE TROMBECTOMIA MECANICA PERCUTANEA,"195,45"
702090018,PROTESE DE ACO-TEFLON,"41,27"
702080039,PROTESE MAMARIA DE SILICONE,"744,00"
702080012,EXPANSOR PARA RECONSTRUCAO MAMARIA,"612,00"
702080020,PROTESE GLUTEA DE SILICONE (PAR),"1.980,00"
702031275,SISTEMA DE GUIAS E INJECAO DE MATERIAL PROPRIO VERTE,"445,00"
702050296,HALO CRANIANO ASSOCIADO A DISPOSITIVO TIPO VESTE,"790,00"
702030341,FITA PARA RECONSTRUCAO LIGAMENTAR (),"1,00"
702030066,BARRA SACRAL,"70,00"
702050784,BARRA SACRAL,"70,00"
702030430,FIXADOR PELVICO (),"1,00"
702030457,HALO CRANIANO,"650,00"
702031224,PROTESE PARCIAL DE QUADRIL CIMENTADA MONOBLOCO TIP,"414,00"
702030120,COMPONENTE CEFALICO/POLIETILENO/METAL PARA HEMIART,"379,00"
702030163,COMPONENTE FEMORAL CIMENTADO MODULAR PRIMARIO (,"1,00"
702030171,COMPONENTE FEMORAL CIMENTADO MONOBLOCO TIPO CHA,"794,00"
702030090,COMPONENTE ACETABULAR DE POLIETILENO CIMENTADO PR,"192,00"
702030597,COMPONENTE ACETABULAR DE POLIETILENO PARA COMPON,"235,00"
702030104,COMPONENTE ACETABULAR METALICO DE FIXACAO BIOLOGI,"705,00"
702030210,COMPONENTE FEMORAL NAO CIMENTADO MODULAR PRIMAR,"1.213,00"
702030139,COMPONENTE CEFALICO PARA ARTROPLASTIA TOTAL DO QU,"392,00"
702030198,COMPONENTE FEMORAL MODULAR DE REVISAO CIMENTADA,"2.125,00"
702030201,COMPONENTE FEMORAL MODULAR DE REVISAO NAO CIMENT,"1.930,00"
702030767,PARAFUSO PARA COMPONENTE ACETABULAR (),"1,00"
702031283,TELA DE RECONSTRUCAO ACETABULAR (),"1,00"
702031291,TELA DE RECONSTRUCAO FEMORAL (),"1,00"
702030317,DISPOSITIVO ANTI-PROTRUSAO COM ORIFICIOS PARA PARAF,"1.650,00"
702030074,CENTRALIZADOR PARA COMPONENTE FEMORAL CIMENTADO,"100,00"
702031259,RESTRITOR DE CIMENTO FEMORAL (),"1,00"
702030287,COMPONENTE TIBIAL PRIMARIO METALICO CIMENTADO OU FI,"690,00"
702030279,COMPONENTE TIBIAL PRIMARIO POLIETILENO (),"1,00"
702030228,COMPONENTE FEMORAL PRIMARIO CIMENTADO/ FIXACAO BIO,"1.350,00"
702030244,COMPONENTE PATELAR CIMENTADO OU FIXACAO BIOLOGICA,"120,00"
702030260,COMPONENTE TIBIAL REVISAO METALICO CIMENTADO OU FIX,"1.191,00"
702030252,COMPONENTE TIBIAL DE REVISAO POLIETILENO (),"1,00"
702030180,COMPONENTE FEMORAL DE REVISAO CIMENTADO OU FIXACA,"1.591,00"
702030147,COMPONENTE DE AUMENTO TIBIAL PARA REVISAO DE PROTE,"375,00"
702030155,COMPONENTE DE AUMENTO FEMORAL PARA REVISAO DE PR,"1.920,00"
702030503,HASTE FEMORAL PARA REVISAO DE PROTESE TOTAL DO JOE,"1.420,00"
702030589,HASTE TIBIAL PARA REVISAO DE PROTESE TOTAL DO JOELHO,"590,00"
702030082,CIMENTO COM ANTIBIOTICO (),"1,00"
702030295,COMPONENTE UMERAL CIMENTADO OU FIXACAO BIOLOGICA,"618,00"
702030236,COMPONENTE GLENOIDAL (),"1,00"
702030112,COMPONENTE CEFALICO (),"1,00"
702030309,COMPONENTE UMERAL CIMENTADO OU FIXACAO BIOLOGICA,"786,00"
702031232,PROTESE TENDINOSA DE SILICONE (),"1,00"
702031143,PROTESE METACARPO-FALANGEANA (),"1,00"
702031135,PROTESE INTERFALANGEANA (),"1,00"
702031127,PROTESE DE CABECA DE RADIO (),"1,00"
702031240,PROTESE TOTAL DE COTOVELO (componente umeral cimentado,"850,00"
702031151,PROTESE NAO CONVENCIONAL ARTICULADA MEMBRO INFER,"2.608,00"
702031178,PROTESE NAO CONVENCIONAL ARTICULADA MEMBRO INFER,"2.280,00"
702031160,PROTESE NAO CONVENCIONAL ARTICULADA MEMBRO SUPER,"2.240,00"
702031186,PROTESE NAO CONVENCIONAL ARTICULADA MEMBRO SUPER,"1.440,00"
702031194,PROTESE NAO CONVENCIONAL BI-ARTICULADA TOTAL (),"1,00"
702031208,PROTESE NAO CONVENCIONAL DIAFISARIA (),"1,00"
702031216,PROTESE NAO CONVENCIONAL EXTENSIVEL,"3.600,00"
702030023,ANCORA,"160,00"
702050199,FIOS MALEAVEIS DE CERCLAGEM PARA COLUNA; DE TITANIO,"102,00"
702050172,FIO MONONYLON .,"8,00"
702050180,FIO MONONYLON .,"9,00"
702030333,FIO TIPO STEINMAN ROSQUEADO,"12,00"
702050792,FIO TIPO STEINMAN ROSQUEADO,"12,00"
702030325,FIO OLIVADO PARA FIXADOR EXTERNO (),"1,00"
702030910,PLACA DE COMPRESSAO DINAMICA  mm LARGA inclui PAR,"4,50"
702030902,PLACA DE COMPRESSAO DINAMICA  mm ESTREITA inclui P,"4,50"
702030937,PLACA DE RECONSTRUCAO DE BACIA  mm inclui PARAFUS,"4,50"
702031003,PLACA EM T  mm inclui PARAFUSOS,"4,50"
702030945,PLACA DE SUPORTE DE PLATEAU TIBIAL  mm inclui PARAFU,"4,50"
702030880,PLACA CONDILEA  mm inclui PARAFUSOS,"4,50"
702030970,PLACA EM L  mm inclui PARAFUSOS,"4,50"
702031020,PLACA EM TREVO  mm inclui PARAFUSOS,"4,50"
702030872,PLACA COBRA  mm inclui PARAFUSOS,"4,50"
702030848,PLACA / TUBULAR  mm inclui PARAFUSOS,"1,00"
702031097,PLACA SEMITUBULAR  mm inclui PARAFUSOS,"4,50"
702030856,PLACA ANGULADA  mm inclui PARAFUSOS,"4,50"
702030899,PLACA DE COMPRESSAO DINAMICA mm inclui PARAFUSOS,"3,50"
